"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","1926"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""][tag=""VVN"" & lemma =""stain""] [tag=""N.*""] within < s/>"
"Reference","Left","KWIC","Right"
"longparish.org.uk","all of his life. </s><s> Window description: </s><s> The window was designed and painted by stained glass artist Jude Tarrant AMGP of","Sunrise Stained Glass","Ltd, and fabricated and fitted by Sunrise Stained Glass. </s><s> Pantheon Books </s><s> 1975 Nonfiction </s><s> This weighty book intends to """
"longparish.org.uk","and painted by stained glass artist Jude Tarrant AMGP of Sunrise Stained Glass Ltd, and fabricated and fitted by","Sunrise Stained Glass",". </s><s> Pantheon Books </s><s> 1975 Nonfiction </s><s> This weighty book intends to ""tell the story of slave life as carefully and accurately"
"delaespada.com","City stomped Farrell, 109-6, in 1920: </s><s> Available in a range of fabric and leather options and cast iron. </s><s> Platform base is","black stained MDF","with holes for air circulation. </s><s> Assembly: McQueen Bed </s><s> Content </s><s> Community </s><s> Product: Samura ATX Midi Tower Price: £39.94"
"stained-windows.co.uk","scheme, filtering the light and enhancing the quiet splendour of this great space. </s><s> The Need for Restoration of the","Cathedral Stained Glass","</s><s> The three great West Front leaded stained glass windows stretch a lofty 15 metres to the roof. </s><s> After forty years, the"
"oldmanmurray.com","''s a part where somebody plays the goddamn game. </s><s> In step 1.5, that person stands before of a roomful of his coworkers, all","sporting stained Gundam","t-Shirts and funny beards. </s><s> He puts his outstretched palms about two inches away from each other and says ""simplistic,"
"layflat-tubing.co.uk","Valentine Treat Holders Faux Stained Glass Candy Corn Make this adorable sweets corn sun catcher that sees like","faux stained glass",". </s><s> A fun afternoon drop craft to make with the kids! </s><s> Authour: Amanda Formaro Supplies Heavy weight self-stick"
"homeworkssupply.com","<s> Alternative Views: </s><s> SuperSeal30 can be used for Stamped Concrete, Stamped Cement, Decorative Cement, Bricks,alt","Acid Stained Cement",", Concrete Stains, and Exposed Aggregate. </s><s> SuperSeal enhances the natural color of your Brick Pavers and Cement with a """
"today.com","out of your new cute toddler pants. </s><s> I cheer you on at your baseball games knowing full well that the hamper will be full of","grass stained pants",", ketchup stained shirts, and smelly socks. </s><s> The truth is one day I will open that dryer and it will no longer have your"
"metalreviews.com","that give them their own sound and identity without getting lost among the rest of the crowd. </s><s> Check out tracks like ""","Blood Stained Gallows",""" and ""Rot In The Chamber"" as well as the instrumental ""Flight of the Wombat"", which goes right into a real kick ass cover"
"doomsteaddiner.net","<s> The final flag, adopted in March 1865 was supposedly called ""The","Blood Stained Emblem",": ("
"gentlebirth.org","times higher in infants born after 41 weeks..... </s><s> Elective delivery, either at term or at 41+ weeks, reduces the risk of","meconium stained fluid","... </s><s> A policy of elective induction at or beyond term has been shown to result in a decrease in perinatal deaths not due to"
"adult-fanfiction.org","world in which Ben had the main hand. </s><s> The whole room had turned to normal, the only thing out of the ordinary was the with","blood stained essay","sprawled across the floor of the living room. </s><s> Introduction </s><s> Beginning in December 2013, the not-for-profit"
"brendapetersonhomes.ca","large finished deck, the kitchen has huge eatup bar, quartz c/tops, high end stainless steel appliance package. </s><s> Soft","color stained cabinets","contrasts great with light quartz and tile backsplash with open shelving. </s><s> Of the kitchen you step into a Butler''s"
"aboutbritain.com","back to 1501. </s><s> Just off the main street is Chichester Cathedral, down a lane which time has passed by. </s><s> Best known for its","Chagall stained glass","windows, this beautiful cathedral, with its landmark spire, has been accommodating visitors for over 900 years. </s><s> The"
"fingerlakespremierproperties.com","and twin size sleeper sofa is the perfect space for quiet reflection. </s><s> A bathroom with stand up shower, a partition of","hand-crafted stained glass",", and walls of artisanal tile completes the upstairs. </s><s> The Guest House: The kitchen and downstairs sitting room provide"
"mountain-realty-guide.com",". </s><s> Decks surround home. </s><s> Breathtaking view of Tennessee river and mountains. </s><s> Extremely private, on 3 acres. </s><s> Exterior is","cedar stained wood",", interior is 100% wood. </s><s> Cathedral ceilings. </s><s> Gas fireplace. </s><s> Large kitchen, wrap around eating bar. </s><s> Stainless"
"nycago.org","style, the façade has a square tower surmounted by a steeple on the right side. </s><s> The Interior is notable for its","Byzantine-style stained glass","windows. </s><s> Upon completition of the new church, the original parish house was converted to its intended use. </s><s> Today,"
"yale.edu","put together (hear, hear). </s><s> He is the man who has torn the mask of hypocrisy from the plundering slaveholder and a","blood stained Church","; and ventured his life in the cause more than any other man living. </s><s> This is William Lloyd Garrison (loud applause). </s><s> I"
"illinoishomes.com","maintained residence truly lives like a single family home and offers Luxury finishes throughout including","Kona stained hardwood","floors, professionally organized closets, high end light fixtures and Interior Designer appointed paint & custom"
"helovia.com","decided to trust her own legs, and began to hobble back through the churned mud to where the fallen lay. </s><s> Slush and damp","earth stained Sinuhe''s","pristine body; blood leaked out of her nostrils, and Alan cocked a ''brow at that. </s><s> Cursing each time she slipped she gave"
"seedisneyorlando.com","Get exclusive access to breaking CampusReform stories as they happen. </s><s> Sign up below and we''ll keep you in the loop. </s><s> Bb","Set Stained Glass","Cursive by Trend Enterprises Weekly Digest </s><s> Daily Emails </s><s> Corgi Vintage Glory Of Steam Sentinel. </s><s> Sentinel Platform"
"bhn.net.au",", they so easy to use and no bad tastes or feelings after using them! </s><s> I love these and they are so easy to use </s><s> Anyone with","coffee stained teeth","or yellowish teeth </s><s> These work </s><s> These strips actually really do work. </s><s> I was really skeptical before I got them because I"
"biblio.com","Glass. 12Mo. </s><s> Blue Cloth Covers Stamped In Orange, Silhouette Figure In The Center Of The Front Cover, Upper Edge Of Text","Block Stained Orange",". </s><s> The Tenth Book In The Series.. </s><s> Carolyn Keene </s><s> Applewood Books, 1997. </s><s> Book. </s><s> Near Fine. </s><s> Hardcover. very light edge wear"
"drtheo.com","weight-bearing portion of the medial condyles evaluated quantitatively with a modified Mankin grading system using","Safranin-O stained slides",". </s><s> The extent and severity of lesions was measured as mm linear involvement for each grade of severity using Image Pro"
"jadeskids.org","Jade''s registered non-profit foundation at www.jadeskids.org. </s><s> March 28 @ ArtSpring Theatre Doors:6:30, Show:8:00","War Stained Skin","; Jade Bell CD RELEASE and FUNDRAISER benefitting Salty Rock Music Recording and Mentorship Program, for youth in the"
"popullus.net","his trip to the UK. </s><s> If one asked Erik it really wasn''t necessary to make such noises and the way the coloring from the hard","candy stained Charles''","tongue and lips drove Erik to distraction. </s><s> Made him wonder what it would taste like when he slipped his tongue inside"
"neilroland.co.uk","; former Grosvenor Picture Palace, Oxford Road. </s><s> Manchester : Sun-Kissed City! </s><s> from left: grand entrance with","cloud stained glass","to UMIST; Victoria bridge; St. Ann''s church windows; tail lights of Triumph Herald; man hole covers outside City Art"
"smartpakequine.com",": 2018-06-06 </s><s> Rated 5 out of 5 by Sharon from Awesome! </s><s> Have been using the Condition & Polisher for about 6 months on a white","urine stained tail","... </s><s> Amazing results! </s><s> Took approx. 75% of the yellow stain out of the tail and as the tail is growing out it is preventing"
"themediadesk.com","<s> He was wearing a badly worn and patched leather cook''s apron and a pair of leather workshoes with no socks and a grease and","sweat stained FDNY","ball cap. He greeted me with a big smile and a damp handshake, invited me to stay for dinner, told me the life story of the"
"mythic-history.co.uk","we don''t find a way to call him back ..."" </s><s> Hercules knew he was tired; he''d not slept a wink since that startled moment when a","blood stained apparition","had appeared beside his bed, and the night just past had been an exhausting one. </s><s> But his mother''s words weren''t making"
"superhero-rpg.com","duration of Sheryll''s slow walk behind her father Lilia embraced her in a tight saueeze, soft kisses brushing against","tear stained cheeks","and a shuddering jaw. </s><s> If Sheryll was feeling pain then Lilia was going to do her best to share it or at least provide as much"
"curbed.com","through its large windows. </s><s> The master bedroom has a custom ensuite bathroom with a large walk-in glass shower. </s><s> There''s","dark stained hardwood","floors, new in-unit laundry, and a heated garage space. </s><s> The guest bedroom is quite large and the second full bathroom"
"writersdigest.com","and twitters songbirds serenade day''s end. </s><s> The Drifter – In loving memory of Anne and Joe Ryan by Paul Andrew Ryan </s><s> It was","cloud stained sky",", that mid October day, The sun was hot and the air – dry, down amongst the Bodega Bay, And that''s where I met him, this"
"organizeit.com","wall of your bedroom, bathroom, or even entryway, to make putting away your coats and scarves simple. </s><s> Constructed from","espresso stained bamboo",", this wall coat rack is designed with five stainless steel pegs, giving you organization with an eco-friendly twist. </s>"
"bajanomad.com","stay in one. </s><s> Small, depressing. </s><s> Cowboy seemed like a step up. </s><s> Except touches I thought were lacking. </s><s> I''ve covered the","blood stained mattress","-- only other objection would be the parking lot when it fills up and the noise with people checking in. </s><s> Can be rowdy and"
